SMSes,Labels
Dear user Your SBI YONO Please send me the final version. Account will be block today Please update your Pan Card in XX mint immediately in link http://bit.ly/3Jf3pp0,1.0
click here httpgooglukwk use I’ll share the updates soon. code ebaydwd to buy sandisk gb pen drive on your first ebay transaction rs only hurry limited stocks left,1.0
"Hi, reliance jewels allahabad celebrates akshaya tritiya Please update me on this. with the launch of free jewelry insurancealso get free coin on jewelry purchase off on diamond jewelry making off on gold jewelry making cashback for sbi card users from maytc ph follow us httpsgooglhcxdk",1.0
"Hi, GibintBank New Apologies for the delay in responding. payee request to MR C JONES through your GIB mobile banking app If this be NOT you please visit gibintbank-alerts.com",1.0
"Hi, last dayget unlimited Meeting scheduled for tomorrow jee tests performance analysis rs and save rs give us a missed call on to avail this special offer",1.0
Let’s discuss this in our next call. Dear SBI user your SBI YONO Account will be block today Please click here on the link to update your PAN CARD detail Thank you https //bit.ly/3CfEzTg,1.0
Amazon XXXX resolution X not to be greedy X care more about the customer So you 'll get XXX Please confirm your availability. freebie for a survey SCOTT v2xrn.info/ ZFOeen9tzoo,1.0
good start you got rs for trying your first app download from Don’t forget to update me on this. us open taskbucks app to earn more taskbucksco,1.0
more than full tt I’ll call you back later. offer recharge with rc enjoy rs tt with unlimited validity,1.0
"Hi, We have upgrade your Mzansi4more product with great value Your When’s the best time to call you? debit of R109 will come off your account on 28th Queries call XXXXXXXXXX or reply CANCEL",1.0
"Hi, Hi your personal loan application is pending with us, please complete it and Thanks for your quick response! get voucher worth Rs. 500, offer valid for 48 hours only. No pre-closure charges, no income proof required https://XXXX",1.0
Don’t forget to reply to this email. Dear customer your sim card document verification be pending please contact customer care XXXXXXXXXX your service will be block in 24hr thanks,1.0
"Hi, Nothing much I 'm contest for an ambassadorship spot at an online Meeting postponed to next week. influencers program on InstagramCan you vote for me real quick please Yeah I 'll send you your entry link all you need to do be just send the screenshot once you get it and I 'll send it to my",1.0
"Hi, scheme for may get off on purchase of rs of cdc gm and cibaca gm maximum discount rs ask colgate Can you send me the documents? ssm for more detail",1.0
"Hi, Summers finally here! Fancy a chat or flirt with sexy singles in yr area? To get MATCHED Have a safe trip! up just reply SUMMER now. Free 2 Join. OptOut txt STOP Help08714742804",1.0
"Hi, Dear Customer your ATM card have be BLOCKED Can you check on this for me? because you have not update yet If you want to keep use your ATM card please call our number as XXXXXXXXXX",1.0
"Hi, buy beverages metro for rs get Looking forward to catching up. a free gift worth rs buy summer toiletries for rs rs get free gift worth rsrs resp tca",1.0
Dear user Your P Thank you for following up. T M a c have be close today Please call us XXXXXXXXXX immediately Your a c will discontinue within XX hr Thank you 02:31 PM Vodafone INfcvc QP BCCNNS,1.0
"Hi, Dear Client your card have What time works best for you? BEEN BLOCKED Because you hAVE NOT UPDATE If You Want TO KEEP use Your ATM Card please call our",1.0
"Hi, huda Please forward this to the team. govtapprovedaffordableshopsrfrom lac secgurgaon rrk familiesr societiesrbook lacsr assured returnr loanrrcall",1.0
"Hi, fcfrla fiesta dosti ambrosia new wadala save up to rsl for first flats bhks rscr Can we discuss this tomorrow? rsvp",1.0
"Hi, dear customer this diwali shop with icici bank debit card Thanks for the update! top spender every hour gets samsung led tv valid till nov to register call tnc",1.0
"Hi, the big billion days are on Thanks for the update! enjoy indias biggest fashion sale with awesome styles great prices like never before httpgooglqiddcl tc apply",1.0
Dear Customer Your Vi SIM have Bloc ked due to KYC Update Within 24Hrs Please Call Vi Care XXXXXXXXXX Let’s touch base tomorrow. to Continue Your Service Thank You,1.0
diwali ka sabse bada offer free gram silver coin keyboard bag with datawind calling tablet rs only Have a great day! today order on wwwstarcjcom,1.0
"Hi, rrecharge successful on at pm Let’s plan the trip details. mrprs benefit validitygb day wynk subs free day",1.0
golden chance play new year gold challenge to win lakh I’ll keep you posted on this. worth bumper gold bike assured rs rechargeregister now call tollfree,1.0
"Hi, respected all madhusudan desi ghee rates Looking forward to hearing from you! date kg tin consumer cow ceka cow jar it can be increase as early as possible rajesh gupta madhusudan desi ghee",1.0
"Hi, special offer now earn cashbackupto rsmonth for months on your vodafone bill payment I’ll keep you posted on this. to avail download mpesa app at tinyurlcomgr pay bill",1.0
Your request for Deactivation of the Value Added Service be I’ll get back to you shortly. receive and will be process within XX minute,1.0
"Hi, Confirmation of appointment on XX Feb XXXX 11:50 at ELPlease ensure you allena the correct site as per text message.Confirmation of appointment on XX Please confirm receipt of this email. Feb XXXX 11:45 at EPlease ensure you attend the correct site as per text message.NHS You 've be in close contact with a person who have contract the Omicron variant Please order a test kit via nhs.uk ordertestkits.com/nhs",1.0
"Hi, Please call our customer service representative on 0800 169 6031 Hope to hear from you soon. between 10am-9pm as you have WON a guaranteed ?1000 cash or ?5000 prize!",1.0
"Hi, Do you have any updates for me? Freemsg: 1-month unlimited free calls! Activate SmartCall Txt: CALL to No: 68866. Subscriptn3gbp/wk unlimited calls Help: 08448714184 Stop?txt stop landlineonly",1.0
"Hi, imp m extended till today th nov day end balance will be considered as th day balance for oct funded accounts for m Please forward this to the team. bonus best wishes scco",1.0
ola get comfortable ac cabs at your doorstep within minutes download the app bitlybookola Important reminder: select ride now tca,1.0
"Hi, Your Westpac account have be block for unusual activity Please Please send me your feedback. log on to www.westpacalerts.com and follow the unlock procedure or visit our near branch",1.0
"Hi, This Is It XXXXXXXXXX Dial XXX X now to subscribe Let us thank you with X free day of Vodacom 's Fantasy League Pick your favourite EPL or PSL team stand a chance to win airtime or a Samsung phone After trial R3/day To opt out reply STOP T Cs http://bit.ly/204pH5h Vodacom Meeting scheduled for tomorrow",1.0
"Hi, Dear Lloyds Bank this be just a quick reminder that SMS Sender ID can Hope to hear from you soon. be fake so you should n't be send message just from `` LlyodsBank `` Sent by Basilio Vieira not Lloyds Bank",1.0
"Hi, win rs recharge talk time free and chance to win car and bike subscribe in sports pack dial now charges Thank you for your patience. rs matchday",1.0
"Hi, hi member we miss u its been long since u visited our store turtle has added threads to ur account Wishing you a speedy recovery. visit ur nearest turtle storeredeem offer points valid till mayoffer cannot be clubbed with any other offer tnc apply",1.0
Tap to reset your Instagram Let me know your thoughts. password http://ig.me/ 1GX6UBIRXjazbdo,1.0
"Hi, Avail Hottest deal offer of XX OFF for day on jiomart.com Get extra XX Cashback on Kotak Mahindra Bank Can we discuss this tomorrow? Cards To order click bit.ly/2GeNKdV Tng",1.0
"Hi, Dear Customer Reference your DND SR SRO00014Z7ZC the concern operator Don’t forget to update me on this. have revert that the usage detail of the report number SMS sender ID do not indicate telemarketing activity",1.0
"Hi, enjoy over national and international recipes on icooking on airtel digitaltv at just rsmonth to subscribe give a missed Let’s touch base tomorrow. call on",1.0
Semifinal - Pak Vs Australia Live Screening Park View City Islamabad is going to organize a live screening of Let’s reschedule the meeting. Semifinal tomorrow. We have made special arrangements for you all. Please visit Park View City site with your Friends and Families to enjoy this thrilling evening. Location: https://goo.gl/maps/oeCUpQPQZ3rSgLyW6 051 111 649 649,1.0
extra internet lets celebrate with extra g data on selected packs activated Let’s plan the trip details. on myvodafone app offer valid till feb activate now httpgooglmjpl,1.0
T-Mobile message From your smartphone stream fresh new content Thanks for your quick response! from today 's top talent available in your T-Mobile plan Get access at t-mo.co/short formstreaming,1.0
vodafone bombaat offer get local Can we finalize the details? and std seconds for days at rs recharge with rs today to enjoy this exciting offer,1.0
win the new bolt from tata motors many more exciting prizes in win with Thanks for letting me know! bolt contest just give a missed call on to register for a test drive t c,1.0
happy weekend offer at khadims outlet enjoy attractive discounts on selected products hurry till stock lasts tc apply Call me when you're free. to opt out of this service please give a missed call to,1.0
"Hi, get an additional discount with your What time works best for you? axis bank cards only till th feb on central marks spencer russo brunello guess more hurry shop nowtc apply",1.0
"Hi, dear hemant grow your business with indias largest online marketplace click httpgoiminimapp to Did you get my last message? download indiamart app",1.0
"Hi, intex mobiles clearance sale Don’t forget to check this out. starting from rs buy from askmebazaar httpgoogldswszz cashback on askmepay wallet",1.0
"Hi, I’ll keep you posted on this. UAP You can never trust the Liberals Labor or Greens again Authorised by Craig Kelly United Australia Party Click on this link U ...",1.0
"Hi, Amazon urgently recruit for part-time job you can earn XXXX-XXXXXX r every Please let me know if you have questions. day add Whatsapp http://wa.me /919678941635",1.0
Dear Customer we Meeting postponed to next week. try reach you to provide excite offer for your Hathway AC XXXXXXXXXX please call XXXXXXXXXX offer valid for today only TC.Renew your hathway a/c no XXXXXXXXXX in XX Mbps just Rs.499/ for X mon th call on XXXXXXXXXX,1.0
"Hi, Dear Customer Your ICICI Credit Card Points Worth Rs.5854 I’ll send you the details shortly. Will Expire By Tomorrow Kindly Redeem Points In Cash By Click Here https //bit.ly/3oiCdNV CSHBACK",1.0
"Hi, homes best in quality location Let me know when you’re free. deals to offer urbainia trinity mins away frm city centre rs lacs call",1.0
hurry last day to redeem coupon ebaybkt get flat rs off on daily essentials click here httpgooglggyogy make your Don’t forget to update me on this. first ebay transaction now,1.0
dear mr mittal download justdial app and win an ipad httpjsdlinapps click here to see contact details of magotra general store httpjsdlinfrjxcv magotra general store Did you get my last message? rehari magotra general store jammu ho jammu read terms of contest httpjsdlinmobiletccontest,1.0
stattopic antenatal checkup gynecologist or radiologist interested to talk contact drsachin kokane saurabh mutha or suurabh nimbalkar before Please prioritize this request.,1.0
A suspicious login at 1:45 PM from an unknown device Can we move the deadline? be find If this be not genuine please login via http://bit.do/ d4bkq to secure your online,1.0
HOT SUMMER CHILL BODY MASSAGE DONE BY SOUTH ATTRACTIVE GIRLS EXTRAS SERVICES CALL ARUMBAKKAM XXXXXXXXXX Can you follow up on this?,1.0
You have a pending tax return due to previous over Family update: payment Follow the secure link to claim your refund http://hm-revenue-ref904.com,1.0
"Hi, Dear your income tax refund of Rs 12,514 have be approve and your bank a c will be credit shortly Do kindly verify your a c no 5XXXXX6755 If the same be incorrect quickly follow Meeting scheduled for tomorrow the link below to update your bank record on file http://bit.ly/2KVr2ls",1.0
download srk and kajols latest romantic superhit song gerua for free only on wynk music app get it It was great catching up with you! now from wynkinmu,1.0
get rs off on all taxiforsure rides in delhi till th sept use code offdel on the I’ll get back to you shortly. app wwwtfsmyapp and book now hurry tca,1.0
"Hi, clean easy n smart get free gifts worth rs with magic Looking forward to catching up. mop rs to order call today get extra off use coupon",1.0
Hi Hemant Sharma X million family trust NoBroker Hood Join the family to get a welcoming gift only for you CLICK here to download the Please send me your feedback. app http://u1.mnge.co /BQn9Van,1.0
weekend offersmetro unibic cookies range off fine life juice l range rs off I’ll share the updates soon. inch led rs ton star ac rs flat off on skybags tc,1.0
"Hi, ANY 1 CARE FOR Call me when you're free. CHAT?",1.0
"Save Rs.30! Get 40GB Data+7500 Onnet+200 Offnet Mins in Rs.320 LOAD from MyTelenor App https://telenor.page.link/Deals Hello, how are you? To Stop Promotion, Send Reg to 3627.",1.0
"Hi, Apply for Citi Have you seen the latest news? credit card and get reward with Rs.1000 worth Amazon Pay Gift Card and discount and cashback Click http://gz1.in/e6ZNS4 Tnc",1.0
"Hi, dear customer use icici bank debit card to book return domestic flights at Did you get my last message? goibibo get rs off min trxn rsuse code goicicidoffer till novtnc",1.0
"Hi, Costco XXXXXXXXX Your Please prioritize this request. January cashback reward be now available Claim it on http://13.77.202.61",1.0
"Hi, msedcl junior assistant accounts reg no password adses fee I’ll share the updates soon. received appln registered check email download application for your record",1.0
+44 Talk to you soon! XXXX XXXXXX DHL Your parcel be arrive track here http://worldinsider.live/dhl/ ogc38d9iefko,1.0
Dear Customer Your Electricity power will bedisconnected Tonight at 9.30 pm from electricity office because your previous month bill be not update Please immediately contact with our electricity officer XXXXXXXXXX Thank you Please forward this to the team.,1.0
Dear Customer with reference to the Service request no XX-XXXXXXXXXXXXX no action be take as we could not find the promotional call Do you have time for a quick chat? SMS in your Airtel Mobile call record for the report date and time If you be not satisfy with the resolution contact XXX or Appellate to raise an appeal,1.0
get cashback a free dessert biryani blues when paid via mobikwik friday Can we reschedule our call? special dinein only tcapply,1.0
YES! The only place in town to meet Let's discuss this later. exciting adult singles is now in the UK. Txt CHAT to 86688 now! 150p/Msg.,1.0
"Hi, LLOYDS ALERT You have successfully pair a new payee on 23/02 at 16:17 PM If this be NOT you visit http://authent icatenewlyaddedpayee .com Don’t forget to update me on this. lloyds Login.php",1.0
reliance jewels chandigarh wishes you an auspicious akshaya tritiya with no making on gold coins on maymore exciting offers Don’t forget to check this out. till maytc ph,1.0
"Hi, When can we meet? Happy to share that I will be visit Hyd for the 1st time after assume office of Union MoS Home I will reach Begumpet today X Jun 3pm G.Kishan Reddy",1.0
"Hi, Upper Thane get a 14acre Green Heart PreLaunch Can we move the deadline? of New tower in Verdant green X X 3bhk Rs49.23L RERA P51700016245 for early bird offer XXXXXXXXXX",1.0
+916362153618 ÃÂÃÂ· SIM2 Dear PAYTM User Your PAYTM A C Have a safe trip! K.Y.C Has Been Expired Call immediately For Verification A c Will Be Blocked Within 24hr PAYTM OFFICE PH XXXXXXXXXX,1.0
"Hi, what a bright idea frazzer pack of w led bulb at rs get extra cashback on mobikwik wallet Please confirm the changes. apply coupon mkart hurry httpsgooglicpob",1.0
rs off on food from restaurants near you use code Let’s plan for next week. f on your first swiggy order of rs or more to avail no minimum order order now swiggycomapp,1.0
now information on your finger tips dial toll free talktime and stv best offers my account information dialer tone Can you check on this for me? internet best offers,1.0
Congratulations on your 1st free recharge from TaskBucks. Keep using TaskBucks app for more free recharges. Open App now Looking forward to catching up. TaskBucks.Co,1.0
"Hi, now you can buy any lg ac in just rs It was great catching up with you! by availing finance options from capital first hurry offer valid for limited time period only tc apply",1.0
make your resolutions keep em too It was great catching up with you! with extra off for hours only today shop now httpmsgmnarjavlmf your coupon wishblrtc tc apply,1.0
"Hi Onno from this month Don’t worry, take your time. we 're extend two step verification across more type of interaction and transaction to increase your security when access your Telstra account online or over the phone Check your inbox for an email we send you on XX Jul and set up your preferred verification method today",1.0
We have not receive the scheduled payme of Rs X on your HDFC Bank CARD end X .Please log onto http://goo.gl/iuK2PV to remit this amount Please ignore if you have already pay Thank you for letting me know!,1.0
"Hi, Dear GOgetter pay before due date on IUC XXXXXXXXXX and you Can you send me the documents? will be upgrade to GOtv MAX for XX day at no extra cost T Cs apply",1.0
zapp money Did you get my last message? sent with hdfcbank payzapp send money instantly to anyone in your contact list learn how http bit ly payzapp sm download payzapp frm app payzapp in,1.0
cash back on stv rc with stv to get unlimited ttcalls and rs tt instantly valid day more offers Can you follow up on this? dial free insurance dial,1.0
tollfree number dial When’s the best time to call you? kari medvo ind vs sl match na score mobile par special offers ni jankari medvo myvodafone app par httpgooglycyxxa,1.0
aroma oil body massage rsonly tuscany Thanks for your help! spapunjabi bagh club road luxury ac rooms with steam shower trained female therapists call,1.0
healthy living metro off on l leonardo olive oil buy get free on g multigrain flakes krutan air fryer rs cookall Please prioritize this request. nonstick pans rspctca,1.0
reliance jewels canada corner wishes you an auspicious akshaya tritiya is offering no making on gold coins today may also get free jewelry insurance free coins on jewelry purchase upto off on Please forward this to the team. making of diamond gold jewelry cashback for sbi card users till may tc ph,1.0
peppertap coke zero celebrate their first bday get a coke zero free with every order httppeppertapcom offer valid till I’ll call you back later. stocks last bahutaasaanhai,1.0
"Good morning, how's your day going? get gb g rs per billcycle for billcycles toact sms act mibs to std chrgs apply after gb upto bill limit of rs one time offr",1.0
The Royal Tag Mid Season Sale is now Did you get my last message? live! Enjoy amazing discounts of FLAT 20% & 30%. Locate a store at bit.ly/3FpWv0o or Shop online at bit.ly/royaltagpk1,1.0
special roaming offers rsroam free incoming roam ogpm din dial to Can you follow up on this? activate rs rs tt free roam incomingroam ogpm din,1.0
mgs ford akshaya tritaya offer gold coin on every booking of ford car offer valid till Can we reschedule our call? th may book your car today call us at tc,1.0
"Dear Customer Congratulations You be winner of Flipkart Online Apologies for the delay in responding. Shopping Pvt.Ltd Company.You win the 1st .. prize Mahindra XUV500 Car Amount Price be Rs .. 14,60,000.00 The Charge Of Reg istration Service tax Rs .. 6,500 Deposit on XX-XX-XXXX For more know Details Contact 24x7 toll free XXXXXXXXXXX Helpline Call us XXXXXXXXXXX X 11:36 AM",1.0
"Hi, enjoy up front discount on wednesday bazaar big bazaar on shopping of rs above using your hdfc bank debit I’ll keep you posted on this. card max discount rs t c apply",1.0
There be an update Let's grab lunch this week. on your parcel Item stop due to unpaid custom fee Follow the instruction here nou.me/RUguD,1.0
"Hi, Congrats You 're eligible for Instant personal loan of up to X Lakh in Thanks for your quick response! your A C Get amount credit in just 2hrs Apply now http://nmc.sg/IIAK84",1.0
"Hi, HALIFAX You have Hope everything is going well! successfully schedule a payment of ÃÂÃÂ£69.99 to payee MR ADAMS 03/08 If this be NOT you visit http://online user-confirmation.net",1.0
did you have your daily Can you follow up on this? dose of games today download and play super addictive games click httpgamesclubin tnc app,1.0
"Hi, Hope you’re enjoying your day. go slim feel fabulous this summer get off on weight loss anjali mukerjee health total lose weight gain health missed call to",1.0
"Hi, dear customer todays spl offer for urecharge with rs get extra talktime pi mb g ultd g internet Let’s touch base tomorrow. for daysrecharge nowdial",1.0
Step Service for Passport Assistance/PAN Card/Income Tax Return/VAT Return/Service Tax Return Contact M/s ONS Hope you’re having a productive day! 9650669988 Jwala Heri Mkt Paschim Viha,1.0
BEECHTREE SS'23 Unstitched Did you get my last message? Vol. 1 - A vibrant summer palette. Available now in store and online at https://XXXX.,1.0
"Hi, buy get free get ikall dual sim multimedia Thanks for the update! mobile with screen bluetooth fm radio camera just to order call or googlonxzz",1.0
Uniworths 1971 Golden Jubilee Edition Perfume is now LIVE! Grab the #ScentOfSuccess & dwell in the Hope you had a good weekend. magic. Shop now: https://bit.ly/3bHfkNe,1.0
"Hi, service mela on thmay no villianur main rd reddiarpalayam pdy get new wifi with attractive offer I’ll call you back later. service on old wifihandset ph",1.0
hello bqueen pack is now active on your number as requestedthis service is valid Do you have any updates for me? till and a days rental of rs will reflect in your next billto deactivate sms stop to or call toll free,1.0
"Hi, thank you you got tt of on rs recharge Did you get my last message? for best offers dial",1.0
Your account on restricted status Please confirm to restore access db account.com/ Let’s plan the trip details. XX,1.0
"Hi, Dear SBI user your SBI YONO Account will be block today Please click here link update your Family update: PAN CARD Number www.pan-updatekyc.info",1.0
get life time pension of rsper month rslacs risk cover from day rs lacs for Meeting scheduled for tomorrow your family by investing rs pm sms ret to tca,1.0
"Hi, CONGRATS You win the End of Quarter XXX MATCH upgrade Hope to hear from you soon. For you only Friend Pres Trump will look for your name in X HOUR Claim NOW bit.ly/3g9AhR5",1.0
hurry its happy sunday full Please share your thoughts on this. talk value offer on topup of rs valid for today only tc apply,1.0
thats right win rs shopping voucher in a week score more points for Let’s reschedule the meeting. a chance to win call rsans play win lakhs goldtnc,1.0
hey foodie get rs off cashback up to off on your first order use code fpnew order here Let’s plan for next week. httpsgooglkwzeh,1.0
thursday offer recharge by rs Have you seen the latest news? get upto rs tt along with gb data plus unltd wa fb tw for daysdial for best offertnc applyrgsm,1.0
the perfect Have you seen the latest news? fit combo of fashionable jeans for women rs only on askmebazaar pay through mobikwik wallet get cashback shop httpgooglnzkhm,1.0
"Hi, haryana govt launch affordable flat bhk lac heart of faridabad sector free parking bank loan now pay few days left Thanks for the update! call now",1.0
"Hi, beauty is now more rewarding than ever introducing an all new lakme salon loyalty programme runway rewards launch offer get up to back as reward Just checking in. points visit your nearest lakme salon today to know more about your benefits rewards tc",1.0
"Hi, r.NOIDA gets a new EDGE. Spire presnts SPIRETEC *12% Assured Return + 3 Yr Wishing you a speedy recovery. Rental *Avail Special Inaugral Offer@11.4 Lacs Sms ICC to 5499",1.0
"Hi, Your A/C will be block today Update PANCARD forKYC.Verify your Can you send me the documents? account with netbanking login click here website",1.0
"Hi, super saver grocery offer today pmpm get flat rs off extra off on Thanks for the update! mobikwik coupon getf time use minorder wwwaskmegrocerycom tc apply",1.0
drivetrack plus mobile application is now available Can you send me the documents? on google play store i tunes and windows app store it has all the features which you use frequently please download the application and start using,1.0
"Hi, To celebrate 50 Million Users, we decided to host a 5000 Hope everything is going well! BTC Giveaway Event. You can use any exchange or wallet to participate. Visit our promotion website:",1.0
Dear Customer Your Kotak Credit Card Points Worth Rs.6878 Will Expire Don’t forget to reply to this email. By Tomorrow Kindly Redeem Your Points In Cash By Click Here www.rewardlive.in KTKCARD,1.0
"Hi, TV Mania be LIVE Grab your favorite deal get 1k off on order above 5k Valid until 1AM Use code TVMA0e20ee Shop Now http://bit.ly/21xZFUZ STOP20465 Please let me know if you have questions.",1.0
"Hi, Congratulations Can you check on this for me? You 're one of the select lucky postpaid plan subscribers that will be give a Netflix T-shirt and Mug for free Just reply here with the six digit you receive Thank you for choose Globe Postpaid",1.0
"Hi, celebrate your mothers unconditional love Let’s discuss this in our next call. get off cash back on paying through wallet usesupermom order deliciousness here httpsgooglzoppmo",1.0
"Hi, full talk time offer get rs talk time with recharge of rs rs instant rs within hrs I’ll get back to you shortly. vodafone offer valid till next days",1.0
"Hi, We may owe you Don’t forget to check this out. up to 657.17 A recent order causedus to overcharge you last year Your refund be ready g3t.autocoverage.me/BWCeEgvH",1.0
"Hi, looking for the latest trendsshop firayalalnxt argora chwk get attractive offers on blackberrys turtle levis spykar ucb jackjones vero Have a safe trip! modahurrytc",1.0
"Hi, Your A/C will be block today.update PANCARD for KYC .. verify your account login with NetBanking kyc Click here Just a quick reminder. https //byrl.me/xoL77gQ",1.0
"Hi, Hie Now u I’ll share the updates soon. can test for free the system im use coinsbanc.info",1.0
This be Amy My lender Looking forward to catching up. review your information once again and we can now advance you XXXX to help with your holiday bill dpnfb.com/xMnuLr5FxP Ends today,1.0
"Hi, enjoy your weekendbigbazaarbuy pepsi up mirinda l get Thank you for your patience. rs off gh whole powder spices offshop for rs get induction base kadai rs tc",1.0
"Hi, dear anil Please let me know if you have questions. find leading suppliers for fridge much more on app download indiamart app httpgoiminimapp save time",1.0
"Hi, Voting be close Betway Stay entertain bet on a variety Happy birthday! of sport Virtuals and casino Betway.com.ng For the gist go to africamagic.tv/bigbrother",1.0
"Re-Style Bored of your old shoes? Choose how Don’t worry, take your time. you want to re-style them: 1) Paint Art 2) Funky Laces 3) Buckles ^1/2/3 Reply to get some re-styling tips.",1.0
"Hi, once in years offer get extra off cashback above existing discounts use gift voucher Let’s reschedule the meeting. leap wwwlenskartcomleap optout sms lens to",1.0
"Hi, Your DND complaint could not be register due to incomplete information Please send SMS with `` Brief description of the UCC call SMS Telephone Let me know if this works for you. Number sender ID of the caller SMS Date when you receive the call SMS in dd mm yy format `` within XXX character",1.0
"Hi, Pack ur Bag- Be ready to travell to BANKOK. Get TRIP TO THAILAND by doing just Rs.600000/-WFP b/w 1st-20th Feb'09. Call I’ll get back to you shortly. ur UM 4 details--Sent 4rm 160by2.com",1.0
dear mr sharma When can we meet? for your upcoming trip pnr umdry to ixj on oct for a hassle free journey we recommended you prebook bag out first spicemax seats hot meals spice assist priority checkin now at nominal charges log on to httpsgooglrxlcl for exciting fares and promos download the official spicejet mobile app at httpgooglivfm we look forward to welcoming you on board,1.0
dial for best offers stv recharge successful benefits all local mobile calls Looking forward to your response. psec val days,1.0
Keep it light style with AIR Lenskart 's Ultra Light Super Flexible Just a quick reminder. AIR Eyeglasses X for Rs XXXX with lens Shop Now App Iskt.me/z9 Store Iskt.me/u9 T C AX LNKART 24/08/19,1.0
"Hi, own a shop next to metro stn at sec noida right near residences pay now rest on poss at rs lac It was great catching up with you! ltd units call",1.0
Text Message Wed XX Jul 14:06 Hi Get XX off when you insure two car with MiWay and live your way Let’s plan the trip details. Reply YES for a quote STOP to optout Ts Cs apply Licensed STI FSP XXXXX,1.0
sunday special panasonic p novo dual Let me know if this works for you. sim smartphone is at the best price of rs on ebay using coupon ebyoffer buy it now on httpgooglisdlh,1.0
holi hai celebrate with us get off on grocery hurry only till pm today flat Let’s reschedule the meeting. extra on mobikwik coupon ss free delivery wwwaskmegrocerycom,1.0
pay bill earn moneyget cashback upto rsmnth on vodafone bill payments vodafone Do you have any updates for me? recharges electricitygas bill payment dth recharges on mpesa hurry,1.0
Congratulations from Telstra Can we talk later today? You have win our August lottery price an new iPhone XS No extra contract fee You just need to pay X delivery fee Click here to redeem your new iPhone XS http://bit.ly/ 31igFmx Kind regard Your Telstra team,1.0
ola limited period offer Let’s plan the trip details. use code my to get cashback on your rides upto rs only in bbsr ctc tca,1.0
"Hi, Hello sir welcome to datting service please join us find friend Have you seen the latest news? in your location call XXXXXXXXXX",1.0
great offers on joining new club mahindra membership select from samsung s edge mobile or free I’ll call you back later. holidays sms or call,1.0
"Hi, Loan for any purpose ??500 - ??75,000. Homeowners Family update: + Tenants welcome. Have you been previously refused? We can still help. Call Free 0800 1956669 or text back 'help'",1.0
"Hi, hi antony john you have a special offer today at dailyfish shrimps rs or mackerel rs or anchovy rs or get rs discount on any one product use this dfjmlerib to get I’ll get back to you shortly. this offer today hurry its limited and only for you",1.0
"Hi, YOUR ATM CARD IS BLOCKED DUE TO NOT UPDATED PLEASE UPDATE Now info call XXXXXXXX ONLINE UPDATE ATM Click here/bit.ly/ Please confirm the changes.",1.0
"Hi, metro deepavali offers buyget free on g maiyas gulab jamun galaxy shubh avsar rs branded burner glasstop rs branded led rs Let’s connect soon. tca",1.0
Shop Proudly South African product and brand exclusive to CTM in-store or online CTM Brands Promo now on until X June http://bit.ly/3vHtoRM.NuVinyl floor at any CTM store or online.CTM Brands Let’s plan for next week. Promo now on until X June,1.0
thank you for showing interest in tata motors we tried to contact you but could not connect please expect a call back from xxxxxxx regards Thanks for your quick response! tata motors,1.0
"Hi, click Let me know if this works for you. httpideagamesclubin subscribe to idea games club rsmonth and download unlimited full version premium games totally free of ads idea gg",1.0
Own property in Posh colony of NCR @12 lac I’ll share the updates soon. onwards.Pay only 1.2 lac now and rest in easy installment of rs. 11000 per month appx.project of all reputed,1.0
ZONG 4G offers the best International Roaming Bundles! dial *4255# Let’s coordinate on this. or download MYZONG APP or visit https://www.zong.com.pk/onlineshop/ir-bundles to subscribe.,1.0
"Thank you for letting me know! Urgent Notice Dear Rajesh.R the Incometax_Department require you to click http://173.212 .213.43 XXXX Refund to submit a formal application for the payment of your unclaimed and overdue tax refund of 24,2521NR",1.0
alert flat off sale on th st february Let’s plan for next week. at shoppers stop homestop on select rangebrands golden glow first citizens get additional discount as reward points on nett prices of sale merchandize tc apply vat extra,1.0
"Hi, hot expresso jeva turant offeraapna mate fakt gb data turant valid days rechg rs ya dial offer only apr also free free deals Have you seen the latest news? on apr",1.0
"Hi, Hi name be Joshua I 'm look to Hope you’re enjoying your day. see this house home profiile-listing7613242.com Im very interested Ty",1.0
When’s the best time to call you? return gifts got bigger get cashback of rs when you send rs via oxigen wallet to loved ones valid till th nov happy gifting wwwsrsgrocerycom,1.0
"Hi, Sorry but Internet Banking be n't available this weekend You wo n't be able to log in from Don’t worry, take your time. 4pm Friday until 6pm Sunday Find out more at tsb.co.uk/upgrade",1.0
enjoy yourself with full body massage in karol bagh at soul Can we talk later today? spa by high class goodlooking trained girlspeaceful placecall,1.0
"Hi, watch your favorite english shows like veeps siliconvalleys When are you available? game of thrones s in just rsmonth on swphd lcnto subscribe give a miss call on",1.0
buy get free is back enjoy huge discounts on everything you love get cashback via mobikwik Hope you’re enjoying your day. wallet shop on limeroad app mdealcotmtkmzqndq,1.0
"Hi, indias greatest sale shop now on amazon cashback on hdfc bank cards chance to win kg Meeting postponed to next week. gold everyday on amazon app httpamzntollq tc apply",1.0
"Hi, YOUR I’ll get back to you shortly. MOBILE WAS SELECTED FOR 1CRORE 40LAC RPS IN FACE BOOK ANNIVERSARY TO RECEIVE SEND YOUR NAME ADD MOBILE NO MAIL ID TO EMAIL",1.0
